trial,benchmark_id,benchmark_manifest_sha256,matrix_benchmark_count,matrix_config_count,matrix_trial_count,matrix_expected_row_count,matrix_benchmark_set_sha256,matrix_contract_sha256,benchmark_hash_status,benchmark_content_sha256,benchmark_expected_sha256,circuit,config,candidate_capture,capture_manifest_sha256,capture_integrity_sha256,capture_created_at,verdict,proof_time_sec,certificate_time_sec,model_checker_time_sec,candidate_generation_sec,candidate_processing_sec,llm_generation_sec,llm_provider,llm_model,llm_total_tokens,llm_call_count,capture_meta_schema,offline_time_sec,end_to_end_sec,exit,engine,tier,candidate_count,pool_candidate_count,working_candidate_count,selected_candidate_count,affine_selected_candidate_count,quadratic_tested_count,quadratic_timeout_count,quadratic_winner_index,unsupported_candidate_count,candidate_errors,closure_candidate_count,linear_candidate_count,quadratic_candidate_count,candidate_sha256,certificate_status,error,fast_results
0,2024/btor2/2024/sosylab/bitvector/byte_add_1-1.btor2,7e6c56096a1160163c2ef3318bc04b8fa24c89770ed0cef64416a080582c956b,11,1,1,11,e30017cf5ec66a03e8e4edb686058480c2349db686514fb1cc9bb5b9f93e8f13,f9c607cbf2cb08f75875fd5622567ad4ffe8f2d4edf9258f29ad30f1061be8b0,posthoc-verified-2026-07-12,44c6298003b91d36e85dbb9a649a5b44b28f64c4015d396eaf9ac140ff358794,44c6298003b91d36e85dbb9a649a5b44b28f64c4015d396eaf9ac140ff358794,byte_add_1-1.btor2,static-ranked,,,,,timeout,70.117590,0.000000,70.117590,0.012686,0.000000,0.000000,,,,,,70.117590,70.130277,,,,2,2,,,,,,,,,,2,,07cae41bc4902e8eb0ca441e2a9f504ac98205965f1231646cbba1d53a5d45c2,,,{}
0,2024/btor2/2024/sosylab/loop-invgen/up.btor2,7e6c56096a1160163c2ef3318bc04b8fa24c89770ed0cef64416a080582c956b,11,1,1,11,e30017cf5ec66a03e8e4edb686058480c2349db686514fb1cc9bb5b9f93e8f13,f9c607cbf2cb08f75875fd5622567ad4ffe8f2d4edf9258f29ad30f1061be8b0,posthoc-verified-2026-07-12,cdb52c840b94fc6de99a88d2f61db9724c49d507ef8bbac4ab74b6ca3da3dea5,cdb52c840b94fc6de99a88d2f61db9724c49d507ef8bbac4ab74b6ca3da3dea5,up.btor2,static-ranked,,,,,unsat,2.138059,0.000000,2.138059,0.005676,0.000000,0.000000,,,,,,2.138059,2.143734,1,,,20,20,,,,,,,,,,20,,acc0bc1c054cf8948d643333880ecb015708867d96b55b602f40fd4d199a3f9b,,,{}
0,2024/btor2/2024/sosylab/loop-simple/deep-nested.btor2,7e6c56096a1160163c2ef3318bc04b8fa24c89770ed0cef64416a080582c956b,11,1,1,11,e30017cf5ec66a03e8e4edb686058480c2349db686514fb1cc9bb5b9f93e8f13,f9c607cbf2cb08f75875fd5622567ad4ffe8f2d4edf9258f29ad30f1061be8b0,posthoc-verified-2026-07-12,c064ba114ce5207b51596dcd04ddbad264482da930aa56428d44d7d72290d03a,c064ba114ce5207b51596dcd04ddbad264482da930aa56428d44d7d72290d03a,deep-nested.btor2,static-ranked,,,,,unknown,3.032906,0.000000,3.032906,0.006363,0.000000,0.000000,,,,,,3.032906,3.039269,255,,,20,20,,,,,,,,,,20,,268bcd2a32d053603e92227891a6e3825817a4065173525477a19613d0fb43a6,,,{}
0,2024/btor2/2024/sosylab/loop-zilu/benchmark04_conjunctive.btor2,7e6c56096a1160163c2ef3318bc04b8fa24c89770ed0cef64416a080582c956b,11,1,1,11,e30017cf5ec66a03e8e4edb686058480c2349db686514fb1cc9bb5b9f93e8f13,f9c607cbf2cb08f75875fd5622567ad4ffe8f2d4edf9258f29ad30f1061be8b0,posthoc-verified-2026-07-12,7a0fea741ef809c72423d7d229f45a7ffee394e71c7d0b81546c36af04046079,7a0fea741ef809c72423d7d229f45a7ffee394e71c7d0b81546c36af04046079,benchmark04_conjunctive.btor2,static-ranked,,,,,timeout,70.120412,0.000000,70.120412,0.006417,0.000000,0.000000,,,,,,70.120412,70.126830,,,,9,9,,,,,,,,,,9,,1daa84c6b412f2d6fb9f5c7622b61c90eae835df7629c93bf6c5177e165b7e24,,,{}
0,2024/btor2/2024/sosylab/loops-crafted-1/mono-crafted_8.btor2,7e6c56096a1160163c2ef3318bc04b8fa24c89770ed0cef64416a080582c956b,11,1,1,11,e30017cf5ec66a03e8e4edb686058480c2349db686514fb1cc9bb5b9f93e8f13,f9c607cbf2cb08f75875fd5622567ad4ffe8f2d4edf9258f29ad30f1061be8b0,posthoc-verified-2026-07-12,d83418d9b5aa572cf4bebf9357a0aeff049109a79337f23738b4ae5b28bca9b6,d83418d9b5aa572cf4bebf9357a0aeff049109a79337f23738b4ae5b28bca9b6,mono-crafted_8.btor2,static-ranked,,,,,unknown,2.103450,0.000000,2.103450,0.003206,0.000000,0.000000,,,,,,2.103450,2.106656,255,,,9,9,,,,,,,,,,9,,d94eb849b1000dbf3376d2df3db00ebbe4d1309ea5e8c7ae1e3adf0cb7603b2d,,,{}
0,2024/btor2/2024/sosylab/seq-mthreaded/pals_lcr-var-start-time.6.1.ufo.UNBOUNDED.pals.btor2,7e6c56096a1160163c2ef3318bc04b8fa24c89770ed0cef64416a080582c956b,11,1,1,11,e30017cf5ec66a03e8e4edb686058480c2349db686514fb1cc9bb5b9f93e8f13,f9c607cbf2cb08f75875fd5622567ad4ffe8f2d4edf9258f29ad30f1061be8b0,posthoc-verified-2026-07-12,c24bf71e8b372dcc606e7ec6e9dadc37fa18bed59b7cd6eb906584d68094d7c9,c24bf71e8b372dcc606e7ec6e9dadc37fa18bed59b7cd6eb906584d68094d7c9,pals_lcr-var-start-time.6.1.ufo.UNBOUNDED.pals.btor2,static-ranked,,,,,timeout,70.115326,0.000000,70.115326,0.017021,0.000000,0.000000,,,,,,70.115326,70.132346,,,,20,20,,,,,,,,,,20,,facb2c81734b4e3b0c4e4cf5d3783d71d9466331ac9c85d6b6ca2253b2bf301f,,,{}
0,2025/wordlevel/bv/2024/sosylab/loops-crafted-1/Mono6_1.btor2,7e6c56096a1160163c2ef3318bc04b8fa24c89770ed0cef64416a080582c956b,11,1,1,11,e30017cf5ec66a03e8e4edb686058480c2349db686514fb1cc9bb5b9f93e8f13,f9c607cbf2cb08f75875fd5622567ad4ffe8f2d4edf9258f29ad30f1061be8b0,posthoc-verified-2026-07-12,f3d4dfc24983fd470e33bc1e3f1b88f4925dabfa8494856cbb93f0ce9b75da4c,f3d4dfc24983fd470e33bc1e3f1b88f4925dabfa8494856cbb93f0ce9b75da4c,Mono6_1.btor2,static-ranked,,,,,unknown,2.434931,0.000000,2.434931,0.007930,0.000000,0.000000,,,,,,2.434931,2.442861,255,,,9,9,,,,,,,,,,9,,d94eb849b1000dbf3376d2df3db00ebbe4d1309ea5e8c7ae1e3adf0cb7603b2d,,,{}
0,2025/wordlevel/bv/2024/sosylab/loops-crafted-1/sumt3.btor2,7e6c56096a1160163c2ef3318bc04b8fa24c89770ed0cef64416a080582c956b,11,1,1,11,e30017cf5ec66a03e8e4edb686058480c2349db686514fb1cc9bb5b9f93e8f13,f9c607cbf2cb08f75875fd5622567ad4ffe8f2d4edf9258f29ad30f1061be8b0,posthoc-verified-2026-07-12,f63bf825b9c27c0cf3799235b26c0d8fe7ca3463c7b37fd4f778371d40b94244,f63bf825b9c27c0cf3799235b26c0d8fe7ca3463c7b37fd4f778371d40b94244,sumt3.btor2,static-ranked,,,,,unknown,16.343530,0.000000,16.343530,0.005239,0.000000,0.000000,,,,,,16.343530,16.348769,255,,,20,20,,,,,,,,,,20,,294f287addaad80c4b8112117cfb55bbb0c4210d655216917606d329b2b1ce23,,,{}
0,2025/wordlevel/bv/2025/sosylab/safety-func/seq-mthreaded/pals_opt-floodmax.5_overflow.ufo.UNBOUNDED.pals.btor2,7e6c56096a1160163c2ef3318bc04b8fa24c89770ed0cef64416a080582c956b,11,1,1,11,e30017cf5ec66a03e8e4edb686058480c2349db686514fb1cc9bb5b9f93e8f13,f9c607cbf2cb08f75875fd5622567ad4ffe8f2d4edf9258f29ad30f1061be8b0,posthoc-verified-2026-07-12,8ca187005e0faf5997d21fd273ded09cb6168f3136863332876f0809034cda9b,8ca187005e0faf5997d21fd273ded09cb6168f3136863332876f0809034cda9b,pals_opt-floodmax.5_overflow.ufo.UNBOUNDED.pals.btor2,static-ranked,,,,,timeout,70.115191,0.000000,70.115191,0.018392,0.000000,0.000000,,,,,,70.115191,70.133583,,,,20,20,,,,,,,,,,20,,4ff905b7fd165dd2dc85f96bcb4c660462475879da294a8584d4848c576cc401,,,{}
0,2025/wordlevel/bv/2025/sosylab/safety-rel/loops-crafted-1/loopv3.btor2,7e6c56096a1160163c2ef3318bc04b8fa24c89770ed0cef64416a080582c956b,11,1,1,11,e30017cf5ec66a03e8e4edb686058480c2349db686514fb1cc9bb5b9f93e8f13,f9c607cbf2cb08f75875fd5622567ad4ffe8f2d4edf9258f29ad30f1061be8b0,posthoc-verified-2026-07-12,bab1f7016859d6fc591dd431173a5cb45a7509906f25a7950a921dbfc5f858a3,bab1f7016859d6fc591dd431173a5cb45a7509906f25a7950a921dbfc5f858a3,loopv3.btor2,static-ranked,,,,,unknown,0.852360,0.000000,0.852360,0.002830,0.000000,0.000000,,,,,,0.852360,0.855190,255,,,2,2,,,,,,,,,,2,,b6a092d94f251cf774af5384e9f6cecc9e70e3f51df23d0ff00c48eabbb96d40,,,{}
